profile_url,name,country,gender,open_2025_rank_worldwide,backsquat,chad1000x,cleanandjerk,deadlift,fightgonebad,filthy50,fran,grace,helen,l1benchmark,maxpullups,murph,run5k,snatch,sprint400m
https://games.crossfit.com/athlete/692210,Eduardo Brochado,Portugal,Men,2218,191,,135,250,,,2:04,2:29,,,,,21:02,111,
https://games.crossfit.com/athlete/1210100,George Treadwell,United States,Men,2121,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2584634,Sehyong Oh,"Korea, Republic of",Men,4116,395,25:35,295,,,,2:42,,,,,,,,0:55
https://games.crossfit.com/athlete/1771048,Florian Genevet,France,Men,1235,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1712376,Austin Amery,United States,Men,3521,455,,335,535,,,3:22,1:42,8:58,,42,51:23,26:30,275,
https://games.crossfit.com/athlete/910868,Fabien Soldati,France,Men,2581,,,,,,,,,,,,,,110,
https://games.crossfit.com/athlete/1484674,Marcos Guillen,Mexico,Men,4580,405,,235,,,,,,,,,,,,
https://games.crossfit.com/athlete/356692,Steven Fisher,United States,Men (35-39),3350,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1650144,Ryan Cheu,United States,Men (35-39),1897,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2602105,Cody Barnett,United States,Men,4546,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1445407,Joshua Atkin,United Kingdom,Men,3747,215,,142,232,,,4:14,3:08,8:56,,,,,112,
https://games.crossfit.com/athlete/2274996,David Briceno,United States,Men,4183,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/623085,Steve Cook,United States,Men (40-44),4678,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/267027,Dre Strohm,United States,Men,657,475,,340,565,,,2:07,,,,,,20:23,280,0:50
https://games.crossfit.com/athlete/1282286,Louis Foster,New Zealand,Men (35-39),1345,160,,80,205,,,,,,,,,,70,
https://games.crossfit.com/athlete/1637657,David Waite,United States,Men (40-44),3962,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1211533,Martin Fishwick,United Kingdom,Men,3319,163,,125,228,380,,2:35,2:03,7:13,,40,33:54,16:02,91,0:54
https://games.crossfit.com/athlete/1910968,José Maria De Paula Júnior,Brazil,Men,280,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/519881,Samuel Sanchez,Mexico,Men,2709,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/780112,Youngkwang An,"Korea, Republic of",Men (40-44),3197,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2798848,Lee Hyunjae,"Korea, Republic of",Men,2823,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1928492,Andrew Burke,Canada,Men,327,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1901194,Malcolm Bernard,France,Men,4759,,,,,,,,,,,,50:04,,,
https://games.crossfit.com/athlete/1983655,Marc Hansen,Denmark,Men,928,,,,,,,,,,,,41:24,,,
https://games.crossfit.com/athlete/1953892,Ryver Green,United Kingdom,Men,2884,180,,131,221,,,,,8:13,,,,,110,
https://games.crossfit.com/athlete/2245523,George Jones,United Kingdom,Men,3898,180,,125,200,,,,,,,,,21:30,100,
https://games.crossfit.com/athlete/2131114,Kazuma Nishitani,Japan,Men,2268,160,,110,,,,,,,,50,,,85,
https://games.crossfit.com/athlete/2269134,Kyle Doherty,Ireland,Men,983,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/9037,Jacob Singleton,Australia,Men,2061,180,56:10,120,210,283,28:50,3:00,2:00,8:57,,38,,20:50,102,1:12
https://games.crossfit.com/athlete/755150,Nathan Steele,United States,Men,1826,315,,247,405,414,19:31,2:42,2:07,6:55,,,,,185,
https://games.crossfit.com/athlete/2010406,Robert McFall,Ireland,Men,2011,175,,140,210,,,2:20,1:52,,,47,47:10,20:57,105,0:57
https://games.crossfit.com/athlete/1982062,Fernando Alba,Bolivia,Men,1364,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1970997,Thabisanang Mthembu,South Africa,Men,2674,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1753938,Dareios Linss,United States,Men,460,445,,315,605,,,2:26,2:27,8:40,,,,20:50,230,
https://games.crossfit.com/athlete/1927805,Kester Loy,Singapore,Men,4819,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/33862,Nathan Contreras,United States,Men (35-39),4885,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2132773,Claudio Bellini,Italy,Men,1435,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/409674,Adam Walker,United States,Men,2777,445,,340,562,,21:20,2:39,2:32,8:22,,23,,21:00,250,
https://games.crossfit.com/athlete/1946005,Jonathan Junk,United States,Men,3815,425,,287,500,,,,,,,,,,235,
https://games.crossfit.com/athlete/281922,Alvaro Alarcon,El Salvador,Men,1300,172,,138,250,,,2:08,1:30,11:17,,60,,,105,1:20
https://games.crossfit.com/athlete/2511930,Renan Naza,Brazil,Men,372,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/143037,Subok Lee,"Korea, Republic of",Men (35-39),1948,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2067476,Prosyanyuk Alexandеr,N/A,Men,4636,175,,,220,,,,,,,73,,19:55,,
https://games.crossfit.com/athlete/1827888,Dillon Boss,United States,Men,971,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1686084,Grant Sutherland,United States,Men,379,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/544958,Stefano Migliorini,Italy,Men (35-39),194,220,,145,255,,,2:06,,,,,,20:00,110,1:00
https://games.crossfit.com/athlete/706047,Alexander Pollock,Canada,Men,1852,405,,320,455,,,2:36,,,,,,,255,
https://games.crossfit.com/athlete/2474348,Jonah Staton,United States,Men,636,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2249883,Jared Bussiere,Canada,Men,916,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/680039,Jose Rodenas,Spain,Men (35-39),3066,190,,140,220,450,30:25,2:14,3:20,,,,,21:30,113,1:20
https://games.crossfit.com/athlete/1130012,Tony Robey,United States,Men (35-39),3717,440,,335,500,,,2:20,,,,,,,255,
https://games.crossfit.com/athlete/1929441,Thomas Turmel,France,Men,4209,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2280954,Jay Noble,Australia,Men (40-44),4420,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2152429,Carlos Ferrara Coloma,Spain,Men,170,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1405053,Toni Sassine,Australia,Men,2302,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/450385,Michael Tulimiero,United States,Men,669,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2193523,Guillaume Turpin,France,Men,2838,175,73:00,130,200,346,,2:29,2:29,11:19,,46,49:10,27:32,108,
https://games.crossfit.com/athlete/1684110,Andrew Bennett,United States,Men (40-44),3806,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1750934,Collin Pertuit,United States,Men,2225,385,,285,500,,,3:21,2:21,9:17,,50,38:30,21:00,225,
https://games.crossfit.com/athlete/1132340,Steele Strout,United States,Men,755,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1304256,Mike Phillips,United States,Men (35-39),3435,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/472203,Ty Finley,United States,Men,3287,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1894812,Roberto Pietralunga,Australia,Men,3469,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1570226,Antonis Androutsopoulos,Greece,Men (35-39),564,220,,160,240,,,1:57,,,,,,,120,
https://games.crossfit.com/athlete/8496,Gabe Subry,United States,Men (40-44),3849,410,,315,500,457,18:57,2:30,1:50,7:50,,58,,18:31,255,1:04
https://games.crossfit.com/athlete/890418,Matthew Ritzlmayr,South Africa,Men,1995,165,,140,185,347,,2:31,,8:29,,82,,,120,
https://games.crossfit.com/athlete/1977906,Andrea Rossi,Italy,Men,4391,125,,,165,,,,,,,,,,,
https://games.crossfit.com/athlete/2638295,Yechan Juen,"Korea, Republic of",Men,3538,355,,245,405,,,2:43,,,,,,20:06,205,
https://games.crossfit.com/athlete/873192,Rui Miguel Castro Silva,Angola,Men (35-39),1613,160,,133,201,,,2:58,,,,50,,21:50,102,
https://games.crossfit.com/athlete/1509853,Igor Lino,Brazil,Men,623,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/925198,Mike De Vito,United States,Men,3559,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/352281,Vinicius Zola,Brazil,Men (35-39),2386,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1947608,Teruaki Maruyama,Japan,Men,2627,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/686110,Gabi Castro,Spain,Men,321,165,,120,195,,,,,,,,,20:52,100,1:11
https://games.crossfit.com/athlete/2611130,Vincent Jensen,Germany,Men,2306,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/706265,Liam Ford,Australia,Men,138,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1042581,Stepan Sakharov,Israel,Men,3280,1,,1,1,,,,,,,,,,1,
https://games.crossfit.com/athlete/1989093,Michael White,United States,Men,3092,415,,325,505,,,,1:46,,,50,,,250,0:53
https://games.crossfit.com/athlete/988003,Carlos Martinez Jene,Spain,Men,690,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1174210,Cody Etienne,United States,Men,4757,404,58:30,305,455,,,3:10,,,,40,48:10,19:50,225,
https://games.crossfit.com/athlete/707756,Grant Griffin,United States,Men,668,405,,335,475,,,,,,,,,,255,
https://games.crossfit.com/athlete/2216592,Simon Wilson,Canada,Men,374,415,,275,505,,,2:37,,,,49,,26:51,225,0:59
https://games.crossfit.com/athlete/185758,Dario Alves,Canada,Men (35-39),4642,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/903203,Carlos Jordán Ruiz,Spain,Men,1232,190,,145,245,,,2:17,,,,50,,18:50,120,
https://games.crossfit.com/athlete/1934846,Shin Jeong Chan,"Korea, Republic of",Men,2543,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/281442,Austin Nedelcoff,United States,Men,1104,425,,335,485,,,2:25,,,,60,,,275,
https://games.crossfit.com/athlete/1516511,Louis Monier,France,Men,4217,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2430023,Kim Doheon,"Korea, Republic of",Men,4269,385,69:18,265,430,,,,,,,,,22:01,205,
https://games.crossfit.com/athlete/1371871,Esteban Ospina,Colombia,Men,247,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1537751,Mario Kainz,Austria,Men,619,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2252397,Alexander Richard,United States,Men,784,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2342900,Lars Kruissen,Netherlands,Men,3187,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/498451,Matias Suez,Canada,Men,1061,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2532799,kang kihun,"Korea, Republic of",Men,1327,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/524786,Roberto Mapelli,Italy,Men (35-39),2873,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2178592,Mitchel Cook,Canada,Men,1247,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1141380,McKellar Proffitt,United States,Men,4022,405,,305,450,396,,2:40,,8:48,,56,,,255,1:12
https://games.crossfit.com/athlete/694375,Taylor Nagel,United States,Men (35-39),1067,405,,315,520,383,,2:31,1:45,6:47,,60,,22:00,225,
https://games.crossfit.com/athlete/137942,Phillip Guillot,United States,Men (35-39),4192,420,,355,480,414,17:45,2:22,1:32,8:13,,,,,280,
https://games.crossfit.com/athlete/1271092,Ignacio Lanestosa,Argentina,Men,2376,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1310618,Patrick Gomes,Brazil,Men,1838,415,,300,415,,,2:13,,,,60,,19:20,230,1:18
https://games.crossfit.com/athlete/471927,Felipe De Roza,Brazil,Men (35-39),1945,206,,145,250,,,2:32,2:26,,,66,,23:07,116,
https://games.crossfit.com/athlete/276746,Richard Campbell,United Kingdom,Men (35-39),4039,175,,125,220,402,,2:30,1:57,8:12,,75,,21:30,101,0:58
https://games.crossfit.com/athlete/2224027,Dayne Indraji,Canada,Boys (16-17),3376,,,,,,,,,,,,,,205,
https://games.crossfit.com/athlete/1494869,Ben Wieczorek,Australia,Men (35-39),1595,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1542388,Greg Gross,Canada,Men,502,435,,325,565,,,,,,,52,,,260,
https://games.crossfit.com/athlete/115916,Steven Cristini,Canada,Men,2971,440,,340,525,,,2:49,1:48,,,,,,285,
https://games.crossfit.com/athlete/630202,Mitchell Greer,United Kingdom,Men,1262,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/445248,Joey Szwec,United States,Men,2080,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1962601,James Richart,United States,Men,2125,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1436039,Caio Nascimento,Brazil,Men,560,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/169360,Anderon Primo,Brazil,Men,176,500,,365,555,,,2:32,1:40,,,57,,21:22,308,0:56
https://games.crossfit.com/athlete/1072634,Jaenam Kim,"Korea, Republic of",Men,4669,130,,100,180,,,5:58,,,,46,,,70,
https://games.crossfit.com/athlete/2594406,Josh Ashkar,Australia,Men,4132,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/92719,Chris Gugino,United States,Men (35-39),2086,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1372706,Jason Moore,Australia,Men (40-44),1757,215,,,240,,,,,,,,,,,
https://games.crossfit.com/athlete/2512847,Jed Murphy,Australia,Men,1565,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1920981,Aedan Milne,United Kingdom,Men,2941,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2006228,David Gordon,United States,Men,1689,300,52:23,225,405,,,,,,,,41:28,,,
https://games.crossfit.com/athlete/1741619,Theo Kempffer,United States,Men,647,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1934778,Patrick Allison,Brazil,Men,4828,175,,140,200,,,,,,,,,,107,
https://games.crossfit.com/athlete/569091,Luis Cacacho,Guatemala,Men,1106,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1218331,Hanwook Yi,"Korea, Republic of",Men,4358,315,,275,405,,,3:17,2:10,,,31,,,225,1:18
https://games.crossfit.com/athlete/717993,Richard Landino,United States,Men,3965,360,,275,425,,,2:23,,,,,,,225,
https://games.crossfit.com/athlete/1451450,Peter Crudge,United Kingdom,Men,3694,175,,125,230,,,,,,,36,,24:34,100,1:00
https://games.crossfit.com/athlete/1111639,Thomas Jaeger,United States,Men,4221,385,45:20,265,455,,,2:59,3:00,8:16,4:44,45,,,185,0:58
https://games.crossfit.com/athlete/2149038,Taha Bakkour,Lebanon,Men (35-39),4609,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/686338,Alex Arnold,United States,Men (35-39),2019,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/653807,Alex Moisan,Canada,Men,3765,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2409375,Giho Jeong,"Korea, Republic of",Men,1922,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/672362,Caio Moyses,Brazil,Men (35-39),1114,220,,145,250,,,,1:32,,,,,23:50,120,
https://games.crossfit.com/athlete/410262,Jeremy Vigneault,Canada,Men,463,475,,355,595,,,,,,,68,,18:57,285,1:00
https://games.crossfit.com/athlete/2191655,Carlos Del Arco,Spain,Men,495,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/159420,Robin Issaad,France,Men (40-44),4751,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/916899,Claus Wassermann,Argentina,Men,1748,,,,200,,,2:30,,,,55,,,80,
https://games.crossfit.com/athlete/1059673,Brock Baumgarn,United States,Men,2311,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/686539,Sergey Lichkovskiy,Israel,Men (35-39),3976,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/831222,Mathieu Sanschagrin,Canada,Men,1949,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1831426,Duncan Szpara,United States,Men,3038,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1297568,Vincent Desgagnes,Canada,Men,2140,315,,,375,,,,,,,,,,,
https://games.crossfit.com/athlete/1546147,Luke Parker,United States,Men,268,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1979830,Guilherme Toigo,Brazil,Men,4415,170,,114,200,,,,,,,46,,,84,
https://games.crossfit.com/athlete/1981804,Vedel Guillaume,France,Men,1625,180,,,180,,,,,,,,,,90,
https://games.crossfit.com/athlete/2650626,Federico Judais,Argentina,Men,1153,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2277066,Charles Locqueneux,France,Men,2310,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/285288,John Robinson,United States,Men,3935,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1762451,Joseph Harper,Australia,Men,3455,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1771403,James Purkey,United States,Men,3584,,,,,,,,,,,,47:19,,,
https://games.crossfit.com/athlete/1478644,Harri Parkes,United Kingdom,Men,2820,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/698466,Neilson Eznack,United States,Men (45-49),3907,395,,315,455,350,,2:24,2:02,,,50,,,215,1:15
https://games.crossfit.com/athlete/2591372,Dean Welsh,Australia,Men,4435,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/233258,Raphael Piras,Belgium,Men (35-39),3659,165,,128,200,,,2:34,2:48,,,60,,22:00,100,
https://games.crossfit.com/athlete/2697659,Leyden Haronga,New Zealand,Men,2339,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1553986,Alexandre Marsillach,Spain,Men,653,,,125,,,,2:20,,,,,,23:50,105,
https://games.crossfit.com/athlete/1829674,Matt Young,United States,Men,4704,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1316818,Florian Elie,France,Men,1461,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/479256,Jason Thoma,France,Men (35-39),2206,170,,141,200,,,,,,,40,,,120,
https://games.crossfit.com/athlete/101693,Clinton Page,South Africa,Men (40-44),3452,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1961674,Noah Miles,United Kingdom,Men,361,135,,95,180,,,,,,,21,,18:53,80,1:20
https://games.crossfit.com/athlete/1612464,Samuel Woodhead,United Kingdom,Men,400,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2082146,Pablo Arraut,Colombia,Men,1199,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1246678,Noah Reid,United States,Men,2020,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/682239,Léo Colicchio,France,Men,3589,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/238219,Norman Woodring,United States,Men (35-39),291,505,,350,600,450,17:30,2:14,1:45,,,,,18:25,265,
https://games.crossfit.com/athlete/105109,Daniel Corica,Australia,Men (35-39),2628,155,53:43,120,200,384,19:00,2:25,1:48,7:53,,50,44:09,19:56,91,
https://games.crossfit.com/athlete/28760,Blair MacLeod,New Zealand,Men (40-44),4144,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2128398,Clark Lawson,United States,Men,1516,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1652589,Nestor S.,Colombia,Men (35-39),1837,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/602783,Brady Manning,United States,Men,2395,395,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/706109,Rowan Whyte,Zimbabwe,Men (35-39),2669,163,,127,,,,3:52,2:20,10:37,,33,,,100,
https://games.crossfit.com/athlete/673234,Alexander Zhemchugov,N/A,Men,1087,210,,146,210,,,4:10,,,,55,,19:10,121,
https://games.crossfit.com/athlete/2126535,Safa Akso,Germany,Men,3831,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1161169,Ronny Gudmestad,Norway,Men (40-44),1851,166,,111,195,,,3:30,2:27,6:59,,28,44:37,19:57,90,1:13
https://games.crossfit.com/athlete/809316,Simone Giovanni Kelly,United States,Men (35-39),4230,380,39:57,285,415,447,,2:53,1:58,7:58,,40,35:06,20:53,215,
https://games.crossfit.com/athlete/751114,Marcos Vinicius Oliveira da Cunha,Brazil,Men (35-39),3339,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1638357,Geoffrey Jacquier,France,Men,4389,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2638647,Andre Maia,Portugal,Men (35-39),3709,155,,115,190,,,2:47,,,,,,,90,
https://games.crossfit.com/athlete/821842,Ben Davidson,United States,Men,942,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2154816,Taeyang Seo,"Korea, Republic of",Men,4188,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1054886,Juan Sebastian Guerrero,Colombia,Men,1406,505,,365,505,,,,,,,,,,275,
https://games.crossfit.com/athlete/10533,Corey Lunney,United States,Men,2084,515,,355,570,,19:42,2:10,1:25,7:13,,,,18:43,280,
https://games.crossfit.com/athlete/1578350,Baptiste Genet,France,Men (35-39),3120,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2431073,Jamie Vesey,Australia,Men,371,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1570019,Mitchell Minton,United States,Men,1593,450,,335,515,,,,,,,,,,265,
https://games.crossfit.com/athlete/2279426,Brayan Stiven fajardo,Colombia,Men,263,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1772356,Ryan Cain,United States,Men,3256,425,,315,475,,,2:40,,8:39,,,,,225,
https://games.crossfit.com/athlete/2174282,Lee Jung in,"Korea, Republic of",Men,1701,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1951910,Jacob Holt,United States,Men,1841,515,,335,520,,,,2:08,8:54,,,,,255,
https://games.crossfit.com/athlete/1539498,Federico Ticenghi,Italy,Men,2514,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/74569,Michael Pugh,United States,Men (40-44),4966,550,,365,560,,22:14,2:38,2:12,,,,,,275,
https://games.crossfit.com/athlete/1329456,Yongjoo Kim,"Korea, Republic of",Men,2566,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2364029,Isak Holm,Finland,Men,1579,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1990039,Adrián Ferreira Tellado,Spain,Men,2074,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1348512,Dylan Gibbs,United States,Men,548,465,,335,500,,,,,,,,,,255,
https://games.crossfit.com/athlete/1241231,Darrell Schulz,United States,Men (40-44),2401,435,,275,512,353,,2:40,1:50,8:09,,40,,19:24,235,
https://games.crossfit.com/athlete/2087834,Ismael Loukili,Spain,Men,4516,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1226773,Romain Marinho,France,Men,4028,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1947376,Colton Russell,United States,Men,1392,455,59:55,275,525,,16:42,2:14,1:58,6:42,,88,36:20,24:14,200,0:58
https://games.crossfit.com/athlete/481856,Nelson Samson,Canada,Men (35-39),4563,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2171163,Gilluame Seth De Swardt,South Africa,Men,2921,175,,126,220,415,21:03,2:42,2:12,7:24,,40,38:36,19:00,108,0:55
https://games.crossfit.com/athlete/43761,Ben Smith,United States,Men (35-39),640,480,,335,540,520,16:17,2:25,1:51,7:19,,76,,20:20,300,0:58
https://games.crossfit.com/athlete/1717739,Daniel Gherbi,Italy,Men,3005,160,51:28,120,175,342,20:51,3:35,2:22,9:20,4:25,41,,22:01,96,1:02
https://games.crossfit.com/athlete/116885,Hamilton Brodnax,United States,Men,2657,515,,365,600,,,2:07,,7:45,,,,,285,
https://games.crossfit.com/athlete/2715558,Daniel Wright,United Kingdom,Men (45-49),3047,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/882002,Jie Hou,China,Men,3097,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/648906,Benjamin Haupt,Germany,Men (35-39),4652,175,,130,215,,,,2:55,,,50,38:10,,112,0:59
https://games.crossfit.com/athlete/2434773,Anthony Ruegg,United States,Men,1124,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1407912,Emerson Villalta,El Salvador,Men,1359,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2716843,Jacob Cortez,United States,Men,3341,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1780039,Joni Määttä,Finland,Men,239,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/243104,Kieron Woodger,Australia,Men,3574,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/2783096,Weuques Morais,Brazil,Men (35-39),4695,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1963445,Diego Rodrigo,Spain,Men,2090,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1267968,Gregory Zelic,Australia,Men (40-44),3421,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1069764,Dylan Leary,Australia,Men,1206,170,,115,200,,,,,7:51,,,,19:01,,
https://games.crossfit.com/athlete/1762052,Mathis Lasserre,France,Men,3583,,,,,,,,,,,,,,,
https://games.crossfit.com/athlete/1614832,Logan Hopkins,United States,Men,315,,,,,,,,,,,,,,,
